TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"],",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"'process.runtime.version': '24.13.0',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"'process.runtime.name': 'nodejs',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"'process.runtime.description': 'Node.js',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"'process.command': '/opt/rust/nodejs.js',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"'process.owner': 'sbx_user1051',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"'service.name': 'abd-rag-platform',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,'deployment.environment': 'production',prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,},prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"},",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,instrumentationScope: {,prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"name: '@opentelemetry/instrumentation-dns',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"version: '0.54.0',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,schemaUrl: undefined,prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"},",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"traceId: '1b75b8853ddebc3b4110eecfc08ea778',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"parentSpanContext: undefined,",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"traceState: undefined,",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"name: 'dns.lookup',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
2026-02-05 16:39:31,1770309571695,abd-elevators.vercel.app/entities,GET,_rsc=czkkd,500,z9tz2-1770309571424-d25853d1f3a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",info,production,main,MISS,function,/500,abd-elevators.vercel.app,abd-elevators.vercel.app,dpl_Eqw39WvrycHayAQsaXezrSVtUmgK,,,,,"id: '6292d7753b565b5f',",prj_bXSzzgbLvKqog9uX3D0gWhZszSZi,,,,,
